
Graph 1, order 15000.
3954 : 13642 11622 13251;
3955 : 2646 12364 3815;
3956 : 9099 9138 10709;
3957 : 2733 14950 11746;
3958 : 11858 1657 12208;
3959 : 13649 8292 14541;
3960 : 9075 3014 8600;
3961 : 11124 1057 12390;
3962 : 439 8011 2709;
3963 : 4431 926 12554;
3964 : 388 9279 8662;
3965 : 12045 14341 13042;
3966 : 13937 8820 2867;
3967 : 12728 7041 13380;
3968 : 4604 5771 1612;
3969 : 1630 9300 216;
3970 : 11373 13114 1089;
3971 : 7716 108 11625;
3972 : 8977 11136 12369;
3973 : 6022 3844 5720;
3974 : 10927 10905 6444;
3975 : 607 14781 9623;
3976 : 8780 12095 4028;
3977 : 72 13796 10951;
3978 : 4669 6717 1300;
3979 : 3346 14450 4965;
3980 : 568 1437 6519;
3981 : 9471 13892 7818;
3982 : 11252 11177 14074;
3983 : 11342 6862 13785;
3984 : 13952 900 12430;
3985 : 9272 1570 2157;
3986 : 9181 715 10341;
3987 : 12855 13745 7613;
3988 : 11582 12728 11742;
3989 : 8635 6437 384;
3990 : 8615 13154 5266;
3991 : 1639 14856 6711;
3992 : 1295 4353 13295;
3993 : 2092 14594 9158;
3994 : 12793 6120 6895;
3995 : 14870 8780 11760;
3996 : 14737 12859 13961;
3997 : 11624 14871 11597;
3998 : 10370 3000 6629;
3999 : 1827 13948 421;
4000 : 14088 10240 1626;
4001 : 11922 990 9081;
4002 : 12848 11943 5322;
4003 : 12075 9558 8241;
4004 : 13739 6589 4680;
4005 : 474 12952 11913;
4006 : 14397 11463 9917;
4007 : 628 10833 14870;
4008 : 9441 7261 13488;
4009 : 10261 10584 4567;
4010 : 10888 9430 1336;
4011 : 9681 8494 5332;
4012 : 11613 6440 2907;
4013 : 460 9826 7481;
4014 : 5702 1913 11032;
4015 : 5971 12004 1272;
4016 : 3633 11869 10368;
4017 : 12210 1174 12675;
4018 : 4722 9717 519;
4019 : 4720 9851 1124;
4020 : 10663 837 13400;
4021 : 2099 1473 11041;
4022 : 11206 2036 8307;
4023 : 9124 313 11288;
4024 : 12283 11268 10184;
4025 : 461 4869 11321;
4026 : 5378 13846 12273;
4027 : 10640 2369 7796;
4028 : 8769 7176 3976;
4029 : 11887 11403 2704;
4030 : 3321 1796 889;
4031 : 1108 3591 13870;
4032 : 3342 6632 3673;
4033 : 5798 13579 11333;
4034 : 14793 12342 11881;
4035 : 11564 8373 11942;
4036 : 2475 5469 14641;
4037 : 12904 201 11697;
4038 : 7547 14449 3865;
4039 : 12106 9992 9106;
4040 : 14601 11551 11114;
4041 : 7238 241 10139;
4042 : 10204 11246 13312;
4043 : 6832 10496 8413;
4044 : 11183 6846 5569;
4045 : 14258 10680 783;
4046 : 5100 13799 4968;
4047 : 12248 13631 10911;
4048 : 10149 4874 3742;
4049 : 4371 11911 10730;
4050 : 9251 14793 8632;
4051 : 538 13865 11981;
4052 : 12336 1874 13521;
4053 : 11410 14242 10339;
4054 : 4465 9464 4363;
4055 : 2491 11036 3407;
4056 : 13296 5646 4602;
4057 : 11764 3902 1588;
4058 : 4740 12424 9588;
4059 : 10573 8499 1055;
4060 : 7660 7621 10981;
4061 : 12962 6380 10109;
4062 : 3832 11944 6989;
4063 : 4192 3829 13548;
4064 : 6262 13316 8420;
4065 : 8210 3269 12310;
4066 : 7914 9298 13294;
4067 : 14573 6572 6067;
4068 : 3949 9567 13299;
4069 : 9752 6050 8408;
4070 : 8013 11596 8061;
4071 : 4642 6152 4080;
4072 : 8179 4400 10179;
4073 : 5577 11267 12885;
4074 : 14486 11593 5273;
4075 : 13959 9911 14426;
4076 : 13425 11003 5179;
4077 : 8293 7833 11530;
4078 : 12722 10302 1307;
4079 : 7142 12486 3862;
4080 : 14887 2515 4071;
4081 : 2682 10840 10078;
4082 : 7498 13415 14061;
4083 : 3134 9710 3155;
4084 : 9003 4218 13913;
4085 : 559 4647 9139;
4086 : 10214 14079 560;
4087 : 11168 233 2669;
4088 : 413 2521 1420;
4089 : 13653 4453 2241;
4090 : 10257 14300 5278;
4091 : 2998 5186 12123;
4092 : 10608 3314 10131;
4093 : 1860 11935 11943;
4094 : 13754 9832 8293;
4095 : 3517 6798 2176;
4096 : 10530 2361 9051;
4097 : 833 1127 6394;
4098 : 7507 9880 4484;
4099 : 1586 3758 3618;
4100 : 3907 14027 4991;
4101 : 11184 8 11391;
4102 : 13614 14699 176;
4103 : 6003 6718 5747;
4104 : 5816 4223 7364;
4105 : 7576 5771 14711;
4106 : 2559 6937 7358;
4107 : 13052 13617 6452;
4108 : 11430 9746 11604;
4109 : 4200 10181 7480;
4110 : 641 14141 1543;
4111 : 4953 13245 2987;
4112 : 1709 11316 14661;
4113 : 4689 11850 3344;
4114 : 14624 8566 12797;
4115 : 2992 12308 2037;
4116 : 13878 3910 8761;
4117 : 10744 12253 13495;
4118 : 12644 10180 6972;
4119 : 10954 11068 6248;
4120 : 9436 14257 8449;
4121 : 9478 2022 2847;
4122 : 3013 7848 11796;
4123 : 12771 8758 3507;
4124 : 5366 148 9705;
4125 : 4770 10559 8121;
4126 : 13445 9048 5468;
4127 : 1764 5388 3616;
4128 : 954 10726 13562;
4129 : 8345 3561 14771;
4130 : 3656 8065 10001;
4131 : 1435 7802 542;
4132 : 2375 6350 10486;
4133 : 2221 9083 2786;
4134 : 12188 7145 11840;
4135 : 13125 11576 14757;
4136 : 9512 7832 13802;
4137 : 9506 3429 8223;
4138 : 1000 12935 3050;
4139 : 897 4163 3168;
4140 : 9358 14359 13730;
4141 : 12780 9979 10667;
4142 : 8653 5967 6246;
4143 : 1372 1294 14153;
4144 : 12815 13000 3782;
4145 : 9033 12357 12601;
4146 : 11088 1712 2914;
4147 : 9445 13666 12566;
4148 : 4423 14760 7130;
4149 : 5808 14343 10953;
4150 : 14799 2704 14036;
4151 : 7479 5774 8573;
4152 : 2128 4467 6453;
4153 : 11665 1873 11025;
4154 : 8414 2349 1671;
4155 : 11996 5356 8400;
4156 : 11297 3010 3935;
4157 : 14386 8072 12150;
4158 : 9427 4927 6277;
4159 : 11956 14535 9219;
4160 : 3391 13110 13921;
4161 : 308 5597 474;
4162 : 8111 3572 12483;
4163 : 4139 12503 13693;
4164 : 5358 5623 11304;
4165 : 4277 6325 10467;
4166 : 5826 7694 990;
4167 : 8962 8585 8481;
4168 : 5907 11605 13124;
4169 : 10111 9383 9940;
4170 : 9322 2921 13802;
4171 : 11052 460 5548;
4172 : 5659 2408 7426;
4173 : 6914 6662 13758;
4174 : 5578 2919 12916;
4175 : 911 9649 7868;
4176 : 1644 12457 8553;
4177 : 12212 14487 10427;
4178 : 7169 13368 6180;
4179 : 6698 10138 3629;
4180 : 13107 3554 8465;
4181 : 13229 3901 13407;
4182 : 11165 13849 13426;
4183 : 1890 575 3370;
4184 : 6816 7027 2537;
4185 : 3713 670 11749;
4186 : 12716 9756 9729;
4187 : 681 13033 13918;
4188 : 11263 11555 6102;
4189 : 14824 789 9159;
4190 : 10234 2250 10224;
4191 : 3313 12626 14662;
4192 : 6182 4063 8942;
4193 : 6320 3873 5869;
4194 : 14393 31 12829;
4195 : 1236 9869 219;
4196 : 5224 11827 9336;
4197 : 8288 13402 6804;
4198 : 13541 8309 14453;
4199 : 7681 2937 3146;
4200 : 1037 4109 7379;
4201 : 10256 14693 7933;
4202 : 14684 9886 14184;
4203 : 9904 10829 10324;
4204 : 5273 11102 5811;
4205 : 3821 12073 13463;
4206 : 9003 2061 9400;
4207 : 14937 6332 1287;
4208 : 4851 1147 914;
4209 : 12081 8732 11776;
4210 : 13816 13480 2057;
4211 : 8109 13321 3235;
4212 : 6847 13189 9520;
4213 : 4812 11345 13794;
4214 : 8891 5461 3189;
4215 : 7382 12631 1428;
4216 : 9356 13099 14858;
4217 : 512 1122 4739;
4218 : 4367 4084 2789;
4219 : 498 6868 12084;
4220 : 9166 3572 2970;
4221 : 12238 8877 12318;
4222 : 7645 9528 9095;
4223 : 4104 7986 8279;
4224 : 5961 509 7960;
4225 : 9189 7065 14757;
4226 : 11563 1877 4901;
4227 : 3286 12091 6640;
4228 : 3327 8153 7971;
4229 : 14944 1876 12160;
4230 : 8823 13317 14375;
4231 : 9956 9742 9016;
4232 : 7324 13700 10595;
4233 : 13691 4803 12887;
4234 : 10958 4640 4581;
4235 : 10573 7667 6615;
4236 : 81 3104 12181;
4237 : 13465 12750 7647;
4238 : 4337 9386 1039;
4239 : 11771 6575 7410;
4240 : 12449 4569 5095;
4241 : 12846 12296 13134;
4242 : 8476 12316 9861;
4243 : 14512 14262 7007;
4244 : 7916 14523 13050;
4245 : 9784 358 5216;
4246 : 1801 2504 11019;
4247 : 7590 12034 12465;
4248 : 11479 3927 272;
4249 : 5845 8063 11266;
4250 : 11037 8908 11456;
4251 : 4934 5256 6749;
4252 : 8458 3546 657;
4253 : 5593 11246 13336;
4254 : 14897 3473 631;
4255 : 13002 14208 8368;
4256 : 14011 11059 9372;
4257 : 8859 10738 12285;
4258 : 8154 2272 686;
4259 : 4648 10878 5290;
4260 : 12798 5070 141;
4261 : 6393 5069 14158;
4262 : 1721 8117 4554;
4263 : 1897 5158 11728;
4264 : 13183 2549 9377;
4265 : 1325 9560 2422;
4266 : 9902 9076 2305;
4267 : 15 13471 9973;
4268 : 14483 2803 12661;
4269 : 2133 6614 5635;
4270 : 9559 8353 773;
4271 : 12115 5530 10382;
4272 : 14144 12750 2320;
4273 : 2318 10649 13242;
4274 : 7052 8780 13048;
4275 : 2079 13024 9096;
4276 : 13039 8264 12836;
4277 : 8232 2113 4165;
4278 : 1989 3221 10360;
4279 : 1433 11025 3672;
4280 : 8233 14528 1755;
4281 : 7432 4805 7879;
4282 : 9206 13760 3711;
4283 : 9176 12830 12818;
4284 : 3685 10877 12525;
4285 : 7029 10897 4551;
4286 : 805 10839 12701;
4287 : 7087 12986 3085;
4288 : 3605 13248 1235;
4289 : 12485 6908 3185;
4290 : 8173 5475 11925;
4291 : 1380 1929 9333;
4292 : 7534 8198 7409;
4293 : 9008 14066 13737;
4294 : 13276 3300 14384;
4295 : 7759 2712 3769;
4296 : 2352 12694 768;
4297 : 5689 6944 529;
4298 : 10633 7809 11609;
4299 : 10154 11266 11843;
4300 : 6384 4928 12988;
4301 : 12061 9376 8794;
4302 : 5460 963 3269;
4303 : 631 6443 9036;
4304 : 10737 11120 5770;
4305 : 3436 13418 3650;
4306 : 2625 5116 11881;
4307 : 10447 7358 5732;
4308 : 11211 10107 611;
4309 : 6420 14113 776;
4310 : 14276 2697 11293;
4311 : 8747 14664 14221;
4312 : 9524 12130 1192;
4313 : 4795 1719 5992;
4314 : 9605 8016 12650;
4315 : 7312 14244 49;
4316 : 3722 12743 10761;
4317 : 8017 12249 11859;
4318 : 6520 7190 7327;
4319 : 8150 7853 3949;
4320 : 14229 13932 3593;
4321 : 10676 14143 2793;
4322 : 3097 13001 11795;
4323 : 12124 5886 233;
4324 : 4928 4877 14373;
4325 : 11916 3073 6360;
4326 : 11874 13503 7482;
4327 : 7902 5542 9141;
4328 : 11133 9895 9442;
4329 : 14002 1223 10833;
4330 : 10876 10188 2559;
4331 : 1450 4752 14232;
4332 : 13291 9129 9137;
4333 : 5402 6608 11875;
4334 : 10888 13451 14136;
4335 : 260 12589 1690;
4336 : 11932 7561 1437;
4337 : 1705 4238 14385;
4338 : 13112 5251 6305;
4339 : 14199 14584 14521;
4340 : 6770 14530 8026;
4341 : 8392 4488 14554;
4342 : 13647 10911 7299;
4343 : 7760 12376 8632;
4344 : 13760 3249 10377;
4345 : 6298 12382 7783;
4346 : 12685 6990 3382;
4347 : 9461 8065 14007;
4348 : 7322 3491 10231;
4349 : 5236 5583 2950;
4350 : 2368 7351 9565;
4351 : 12126 8504 4469;
4352 : 111 3751 11747;
4353 : 3992 485 791;
4354 : 2633 9097 9211;
4355 : 14188 11838 11585;
4356 : 13879 7749 10268;
4357 : 10796 6375 12129;
4358 : 3647 13842 10022;
4359 : 10725 6326 14439;
4360 : 14631 12565 7238;
4361 : 13804 3183 14947;
4362 : 1546 9092 3548;
4363 : 12427 11350 4054;
4364 : 10307 14550 11970;
4365 : 12703 11296 6457;
4366 : 13410 14368 1031;
4367 : 4218 12233 14987;
4368 : 13349 13708 730;
4369 : 11552 7903 14874;
4370 : 6296 14263 13292;
4371 : 4049 12653 12182;
4372 : 6198 201 9162;
4373 : 4549 13698 9182;
4374 : 11864 1158 9064;
4375 : 13464 2490 653;
4376 : 12166 12134 8436;
4377 : 408 7080 10164;
4378 : 9682 8195 6290;
4379 : 10031 7804 10140;
4380 : 12747 12853 8627;
4381 : 7278 7275 8935;
4382 : 336 9141 1060;
4383 : 345 2023 10658;
4384 : 13980 3618 2294;
4385 : 7882 2953 10400;
4386 : 14705 1958 7985;
4387 : 5629 3120 8781;
4388 : 5982 9505 9099;
4389 : 7044 172 7819;
4390 : 12375 7481 8602;
4391 : 6695 4534 5345;
4392 : 11101 2512 12668;
4393 : 12362 8092 12021;
4394 : 9738 633 10231;
4395 : 9981 10505 7585;
4396 : 972 13722 13285;
4397 : 9865 6592 5215;
4398 : 6443 10947 14827;
4399 : 147 2166 2131;
4400 : 5950 14846 4072;
4401 : 9918 11630 5043;
4402 : 13167 12794 4464;
4403 : 366 1902 5006;
4404 : 32 2758 3458;
4405 : 5231 7965 14864;
4406 : 10659 11050 11443;
4407 : 10038 13513 5004;
4408 : 2063 4447 6757;
4409 : 14931 10030 5900;
4410 : 14957 8279 4427;
4411 : 5292 5968 7067;
4412 : 11568 8728 5917;
4413 : 3017 9299 14598;
4414 : 8010 7050 6731;
4415 : 12108 11304 11113;
4416 : 12530 14563 12926;
4417 : 12076 9131 1534;
4418 : 14703 9323 13029;
4419 : 9001 13165 7073;
4420 : 213 8757 9893;
4421 : 6674 8545 13818;
4422 : 14927 11199 10812;
4423 : 6680 13371 4148;
4424 : 14060 10075 12620;
4425 : 185 5960 7811;
4426 : 4437 2949 1371;
4427 : 11425 3498 4410;
4428 : 10081 2198 10301;
4429 : 10819 14822 2082;
4430 : 91 11196 6969;
4431 : 2890 3963 11673;
4432 : 10694 8828 8957;
4433 : 95 3114 13719;
4434 : 2971 13189 7855;
4435 : 14233 4512 6629;
4436 : 11474 5029 4887;
4437 : 5059 9810 4426;
4438 : 9486 11214 13704;
4439 : 8963 10296 10066;
4440 : 11571 14878 6683;
4441 : 3732 8968 13776;
4442 : 14143 6925 6270;
4443 : 13848 13264 6224;
4444 : 9701 9943 11587;
4445 : 2641 9861 3301;
4446 : 7549 12671 11624;
4447 : 4408 13624 9185;
4448 : 10405 7907 11746;
4449 : 3641 11418 12217;
4450 : 6576 1332 10449;
4451 : 11360 12306 12165;
4452 : 3490 8227 6153;
4453 : 9109 24 4089;
4454 : 12566 13825 11466;
4455 : 13315 12577 14163;
4456 : 335 14755 3858;
4457 : 13785 10317 14111;
4458 : 13333 7476 13174;
4459 : 9100 7299 203;
4460 : 5381 10230 3869;
4461 : 13859 12097 8520;
4462 : 12072 10874 1034;
4463 : 11230 8362 6620;
4464 : 13778 13929 4402;
4465 : 4054 2286 5155;
4466 : 12968 666 340;
4467 : 4152 1117 14263;
4468 : 2390 11912 537;
4469 : 8902 4351 12689;
4470 : 9366 3398 8770;
4471 : 8912 3443 9846;
4472 : 10059 13615 8045;
4473 : 12263 7202 11364;
4474 : 8317 1835 9741;
4475 : 6974 8100 7175;
4476 : 8223 14852 2591;
4477 : 36 13881 8270;
4478 : 9365 14371 14054;
4479 : 5288 12164 3149;
4480 : 11444 537 13157;
4481 : 5922 7869 10155;
4482 : 6593 4602 2426;
4483 : 10918 14694 14042;
4484 : 4098 383 10714;
4485 : 7509 3273 14673;
4486 : 8188 8468 8626;
4487 : 7422 3531 8775;
4488 : 6915 4341 10561;
4489 : 2787 327 7695;
4490 : 6231 107 10507;
4491 : 8059 931 14555;
4492 : 2525 1348 13152;
4493 : 9715 8027 10610;
4494 : 8347 8223 10813;
4495 : 7604 5526 12386;
4496 : 9794 13239 7510;
4497 : 7641 5559 3881;
4498 : 12225 7648 8377;
4499 : 7542 12137 935;
4500 : 6779 13195 10673;
4501 : 7658 13106 2064;
4502 : 396 12746 1452;
4503 : 12769 6213 7495;
4504 : 416 13050 11568;
4505 : 7996 7019 3758;
4506 : 957 1726 13165;
4507 : 9656 2643 592;
4508 : 8143 5406 3472;
4509 : 11667 4944 3841;
4510 : 11560 12126 480;
4511 : 2109 3881 10708;
4512 : 8286 4435 6071;
4513 : 6084 5128 6168;
4514 : 9557 11828 5635;
4515 : 180 14357 14474;
4516 : 10697 5246 12580;
4517 : 14478 6072 9940;
4518 : 5345 12237 9933;
4519 : 5633 13342 14722;
4520 : 392 14330 10635;
4521 : 14347 12075 6740;
4522 : 14050 922 12501;
4523 : 7578 12158 5543;
4524 : 2478 12690 8084;
4525 : 3229 6031 1659;
4526 : 12410 12909 9521;
4527 : 8557 5846 12988;
4528 : 11091 8758 2177;
4529 : 5583 12481 12733;
4530 : 15 8876 11310;
4531 : 14540 988 8246;
4532 : 2060 4788 1516;
4533 : 14272 5988 371;
4534 : 13743 4391 530;
4535 : 10798 13377 13646;
4536 : 1085 4794 7675;
4537 : 3496 2281 14609;
4538 : 9575 5046 2294;
4539 : 1139 13980 1705;
4540 : 9013 7853 5844;
4541 : 1072 8060 11089;
4542 : 13670 3524 11053;
4543 : 3903 3072 8383;
4544 : 1800 13831 7991;
4545 : 4893 9349 9631;
4546 : 10097 14669 517;
4547 : 9777 13761 13556;
4548 : 2161 9581 5640;
4549 : 4373 10248 7761;
4550 : 729 14547 5771;
4551 : 4285 1397 14562;
4552 : 9901 7645 9491;
4553 : 14156 10355 2847;
4554 : 8572 1969 4262;
4555 : 14724 12881 2872;
4556 : 1911 552 12853;
4557 : 4890 9052 8559;
4558 : 11941 7085 7620;
4559 : 10363 7128 3386;
4560 : 2417 1754 1525;
4561 : 4600 12487 7208;
4562 : 9606 3414 10783;
4563 : 7298 11460 11396;
4564 : 9231 3224 11961;
4565 : 1508 9056 3828;
4566 : 12848 8656 13966;
4567 : 5436 4009 5625;
4568 : 12412 8356 337;
4569 : 7973 7127 4240;
4570 : 3442 11416 8544;
4571 : 1414 10158 8577;
4572 : 10666 3308 12515;
4573 : 4653 5647 12703;
4574 : 10710 13936 9470;
4575 : 911 3056 9494;
4576 : 14720 1786 1517;
4577 : 8505 6541 8736;
4578 : 6324 11109 7921;
4579 : 11889 853 10608;
4580 : 2686 6457 13949;
4581 : 13083 1850 4234;
4582 : 5941 10846 3593;
4583 : 2888 132 5077;
4584 : 13374 6900 13994;
4585 : 9757 8774 2266;
4586 : 13735 12429 12618;
4587 : 3133 1541 6020;
4588 : 11034 7464 10341;
4589 : 14597 11168 9455;
4590 : 14531 3717 11563;
4591 : 516 3454 12199;
4592 : 2270 7822 7511;
4593 : 1916 12071 3636;
4594 : 8434 11110 14951;
4595 : 11003 4820 6967;
4596 : 7291 11980 6731;
4597 : 14415 8015 492;
4598 : 7062 2149 14469;
4599 : 3346 6573 10996;
4600 : 12806 10379 4561;
4601 : 40 1254 12466;
4602 : 4482 4056 14259;
4603 : 13665 1066 1290;
4604 : 6328 3968 592;
4605 : 14194 9295 4619;
4606 : 5403 14652 14877;
4607 : 1864 6630 7496;
4608 : 2238 12509 14523;
4609 : 7004 6494 9106;
4610 : 10633 5496 8589;
4611 : 11818 9328 7888;
4612 : 7281 13906 7019;
4613 : 2463 2834 8544;
4614 : 2911 10444 9187;
4615 : 35 12807 2292;
4616 : 14078 14006 13452;
4617 : 3074 2041 10793;
4618 : 5207 14465 6507;
4619 : 192 8030 4605;
4620 : 13005 12051 9628;
4621 : 13811 10423 5530;
4622 : 11476 4637 12055;
4623 : 1335 11239 14491;
4624 : 975 246 10414;
4625 : 11230 13185 9681;
4626 : 3412 5576 11644;
4627 : 14068 7591 13562;
4628 : 13992 11951 1004;
4629 : 2496 7448 14154;
4630 : 7175 2135 2345;
4631 : 12729 13863 13793;
4632 : 1614 2434 11419;
4633 : 12768 9260 459;
4634 : 221 8781 14262;
4635 : 11617 14079 9829;
4636 : 6187 4872 9377;
4637 : 10236 4622 8306;
4638 : 8368 3718 3549;
4639 : 5243 14285 4939;
4640 : 11759 4234 7945;
4641 : 4687 7739 11125;
4642 : 7944 3202 4071;
4643 : 9590 7618 950;
4644 : 10180 12329 6642;
4645 : 10720 4931 10683;
4646 : 14551 11593 3806;
4647 : 7442 4085 6730;
4648 : 11466 4259 7781;
4649 : 10259 10249 2089;
4650 : 13207 5269 7692;
4651 : 2409 13213 11803;
4652 : 13714 5736 8122;
4653 : 10540 1683 4573;
4654 : 2830 6318 6253;
4655 : 10551 3601 899;
4656 : 10945 13516 8222;
4657 : 14578 1230 6198;
4658 : 12774 6890 3241;
4659 : 12674 11026 8345;
4660 : 12878 3849 8894;
4661 : 3258 13675 1339;
4662 : 6143 5366 11777;
4663 : 5079 682 5604;
4664 : 10033 14327 8484;
4665 : 5605 13199 7691;
4666 : 1374 9738 9038;
4667 : 12040 7094 10595;
4668 : 8095 8855 9481;
4669 : 3978 13124 1231;
4670 : 2162 5213 9030;
4671 : 450 12557 10531;
4672 : 662 1811 11430;
4673 : 8771 2904 8874;
4674 : 11954 5915 9098;
4675 : 8628 11918 3167;
4676 : 13856 9817 11518;
4677 : 10600 8089 6645;
4678 : 1848 4920 11606;
4679 : 12647 7665 12271;
4680 : 4004 14441 3571;
4681 : 3489 14473 12842;
4682 : 6653 870 8211;
4683 : 6861 12465 6077;
4684 : 10024 10991 13216;
4685 : 4718 6648 12574;
4686 : 6613 5009 9903;
4687 : 8819 4641 6531;
4688 : 11139 175 9097;
4689 : 5028 4113 4992;
4690 : 10197 14803 1131;
4691 : 5588 8203 1710;
4692 : 9927 13774 468;
4693 : 9580 1465 1006;
4694 : 378 2480 13898;
4695 : 14928 10565 13138;
4696 : 3669 10932 1834;
4697 : 4939 2138 14816;
4698 : 13728 14861 9462;
4699 : 10608 10054 11449;
4700 : 12130 9232 6479;
4701 : 13785 5462 7922;
4702 : 5279 523 8040;
4703 : 6177 2620 9540;
4704 : 6700 14160 8223;
4705 : 5347 10616 2853;
4706 : 11530 9509 11355;
4707 : 6371 1094 11305;
4708 : 10319 7891 12030;
4709 : 10569 13920 426;
4710 : 8494 10747 3769;
4711 : 8704 1573 5755;
4712 : 9309 6815 6909;
4713 : 13652 6065 7282;
4714 : 7336 12713 1406;
4715 : 12426 10159 2981;
4716 : 2088 13212 1401;
4717 : 7188 14930 13713;
4718 : 14316 11553 4685;
4719 : 10461 13816 140;
4720 : 4019 4725 13236;
4721 : 956 740 10386;
4722 : 1637 3306 4018;
4723 : 10927 9120 14858;
4724 : 7563 10823 702;
4725 : 14823 4720 9433;
4726 : 6609 4967 3062;
4727 : 13258 9586 13471;
4728 : 12867 7580 8809;
4729 : 11749 6091 8817;
4730 : 7928 8839 420;
4731 : 1601 8720 13154;
4732 : 14435 12533 2154;
4733 : 8816 7601 10124;
4734 : 7410 552 4844;
4735 : 14387 10386 2868;
4736 : 13202 7268 3448;
4737 : 7538 14832 13024;
4738 : 11133 7813 9862;
4739 : 1528 5906 4217;
4740 : 4058 1407 12610;
4741 : 8301 10361 11531;
4742 : 7392 1559 6910;
4743 : 10462 12021 11543;
4744 : 8387 5273 14307;
4745 : 2583 5016 6310;
4746 : 9650 13953 14205;
4747 : 1082 8894 11553;
4748 : 3319 12553 8675;
4749 : 2141 13224 1772;
4750 : 11387 13616 8039;
4751 : 7849 364 11379;
4752 : 10822 4331 6554;
4753 : 6744 7726 726;
4754 : 9648 9310 14557;
4755 : 8299 13065 1905;
4756 : 5829 2232 5518;
4757 : 3553 1471 12984;
4758 : 8147 2002 8873;
4759 : 14197 6049 14423;
4760 : 8098 209 10165;
4761 : 14148 12632 11854;
4762 : 10269 8396 8617;
4763 : 12 5877 10540;
4764 : 8295 2756 14389;
4765 : 8533 7194 8952;
4766 : 7086 10981 14349;
4767 : 13196 5102 595;
4768 : 2419 7561 8683;
4769 : 8967 987 5675;
4770 : 6192 8179 4125;
4771 : 4992 9401 8793;
4772 : 2674 5989 8911;
4773 : 161 2147 11631;
4774 : 11747 12352 11984;
4775 : 11563 11556 2582;
4776 : 13352 9727 7584;
4777 : 7616 8472 9913;
4778 : 2606 1459 11852;
4779 : 2692 4937 4934;
4780 : 13056 10402 11345;
4781 : 11186 9792 8557;
4782 : 1941 13901 8125;
4783 : 9624 14883 5084;
4784 : 1225 1361 3553;
4785 : 14319 12950 13147;
4786 : 3608 8380 6723;
4787 : 6729 9324 10914;
4788 : 1819 8910 4532;
4789 : 13625 7842 8237;
4790 : 1524 2556 13706;
4791 : 10166 9317 10189;
4792 : 8484 12912 6142;
4793 : 317 12561 13618;
4794 : 7698 14893 4536;
4795 : 4313 9635 13297;
4796 : 13086 10709 2861;
4797 : 13918 9362 10679;
4798 : 11372 10956 5329;
4799 : 9397 7554 13865;
4800 : 9779 11281 12103;
4801 : 12328 9809 6810;
4802 : 12932 1762 815;
4803 : 8113 13771 4233;
4804 : 9659 14278 11195;
4805 : 4281 8021 2427;
4806 : 13783 5446 8404;
4807 : 9168 3472 2695;
4808 : 2730 13084 10331;
4809 : 10512 3349 3400;
4810 : 3460 13797 1071;
4811 : 8645 9863 10199;
4812 : 6077 9485 4213;
4813 : 9867 13221 5371;
4814 : 11654 14122 12768;
4815 : 13713 9199 9040;
4816 : 9434 6264 10855;
4817 : 8423 12437 2172;
4818 : 7829 11860 925;
4819 : 5737 7264 14200;
4820 : 10624 4595 2661;
4821 : 1746 5000 198;
4822 : 1286 13074 2729;
4823 : 1445 1840 3762;
4824 : 12579 5127 2307;
4825 : 3326 14163 649;
4826 : 5073 9595 8826;
4827 : 9772 2399 14470;
4828 : 10309 5631 9713;
4829 : 11365 867 8494;
4830 : 5100 14816 12953;
4831 : 12502 9303 8660;
4832 : 3007 1820 14003;
4833 : 3306 432 8012;
4834 : 14326 10411 6981;
4835 : 10808 5786 11029;
4836 : 9822 12400 10321;
4837 : 319 5627 13730;
4838 : 7051 12648 8067;
4839 : 6069 6366 2268;
4840 : 8560 13979 12714;
4841 : 12341 7735 6843;
4842 : 9305 12017 10885;
4843 : 3078 13362 10757;
4844 : 11247 10777 4734;
4845 : 84 6215 8084;
4846 : 2551 7819 1636;
4847 : 11634 3689 11692;
4848 : 11401 13268 14512;
4849 : 12345 10044 9308;
4850 : 11964 12835 12505;
4851 : 13037 4208 5432;
4852 : 386 661 10614;
4853 : 10464 1945 4914;
4854 : 14214 11207 6626;
4855 : 12723 14496 10397;
4856 : 9545 8537 9801;
4857 : 14356 2536 10749;
4858 : 8300 3241 10870;
4859 : 12234 2832 5471;
4860 : 415 5595 2160;
4861 : 7641 14977 6535;
4862 : 8845 6699 10922;
4863 : 8969 4962 11267;
4864 : 13072 9954 6924;
4865 : 10871 12072 7546;
4866 : 3754 11506 3634;
4867 : 11702 14342 7699;
4868 : 2603 7490 2151;
4869 : 4025 14539 7904;
4870 : 12960 11126 6614;
4871 : 10446 9743 6509;
4872 : 11386 4636 6678;
4873 : 8653 9853 13726;
4874 : 14309 4048 12321;
4875 : 11721 5858 11622;
4876 : 14092 11255 5714;
4877 : 14978 8641 4324;
4878 : 7534 773 4943;
4879 : 10933 6439 13827;
4880 : 9005 11288 7274;
4881 : 10259 5617 9768;
4882 : 831 14070 1732;
4883 : 12170 2342 6038;
4884 : 6527 1815 2788;
4885 : 5978 2191 3798;
4886 : 7816 1910 4989;
4887 : 12552 4436 13611;
4888 : 14916 11642 12991;
4889 : 10720 7732 12592;
